0,19.1221,19.1221,19.1221,37.4794,2
0,11.3496,15.8,9.12211,17.8793,4
0,8.82593,13.8118,5.22037,10.2319,8
0,6.80627,11.1438,2.87732,5.63954,16
0,5.60237,9.33809,1.67717,3.28726,32
0,6.47746,9.07431,1.14326,2.24078,64
0,5.61036,8.33678,0.739769,1.44995,128
0,5.08769,8.14229,0.50989,0.999385,256
0,4.77575,7.96926,0.352539,0.690977,512
0,4.42038,7.44522,0.232777,0.456242,1024
0,4.5505,7.83893,0.17326,0.339589,2048
0,4.58197,7.9045,0.123523,0.242105,4096
0,4.58701,7.8965,0.0999877,0.195976,6238
1,0,0,0,0,2
1,0,0,0,0,4
1,1.03191,2.73018,1.03191,2.02255,8
1,3.56875,7.9109,2.04259,4.00347,16
1,5.17414,8.92458,1.6029,3.14169,32
1,5.68424,9.07828,1.14376,2.24176,64
1,4.93215,8.10711,0.71939,1.41,128
1,4.53185,8.05387,0.504353,0.988532,256
1,4.81531,8.60095,0.380484,0.745748,512
1,4.7786,8.25122,0.257977,0.505634,1024
1,4.78293,8.27353,0.182866,0.358416,2048
1,4.50946,8.02408,0.125392,0.245768,4096
1,4.50653,7.97498,0.0999924,0.195985,6362
2,0,0,0,0,2
2,4.00806,4.07463,2.35249,4.61088,4
2,7.86568,11.5115,4.35094,8.52784,8
2,7.23543,9.41769,2.43164,4.76601,16
2,4.68804,7.44913,1.3379,2.62229,32
2,6.44764,9.33152,1.17566,2.30429,64
2,6.32854,9.76152,0.866195,1.69774,128
2,5.1727,8.91269,0.558134,1.09394,256
2,4.91212,8.40581,0.371851,0.728828,512
2,4.3333,7.82672,0.244705,0.479621,1024
2,4.49223,7.84554,0.173406,0.339876,2048
2,4.37089,7.75086,0.121122,0.237399,4096
2,4.46109,7.90175,0.0999981,0.195996,6245
3,0,0,0,0,2
3,0,0,0,0,4
3,1.23997,3.28064,1.23997,2.43033,8
3,3.92089,6.76624,1.74704,3.42419,16
3,4.49406,7.0431,1.26498,2.47936,32
3,4.08143,6.69029,0.842897,1.65208,64
3,4.99989,7.62307,0.676438,1.32582,128
3,4.88935,8.38611,0.525159,1.02931,256
3,4.66043,7.94359,0.351404,0.688751,512
3,4.45681,7.76036,0.24263,0.475554,1024
3,4.46308,7.81497,0.17273,0.338551,2048
3,4.51672,7.84052,0.122523,0.240145,4096
3,4.45963,7.77591,0.0999957,0.195992,6048
4,0,0,0,0,2
4,0,0,0,0,4
4,0,0,0,0,8
4,2.08803,5.6694,1.46383,2.86911,16
4,2.45311,5.42845,0.974978,1.91096,32
4,2.80954,5.91509,0.745231,1.46065,64
4,3.99725,7.79373,0.691582,1.3555,128
4,4.14,7.20719,0.451332,0.88461,256
4,4.09296,7.30108,0.322981,0.633042,512
4,4.35026,7.58745,0.237224,0.464959,1024
4,4.17518,7.38593,0.163247,0.319965,2048
4,4.4904,7.79926,0.121878,0.238881,4096
4,4.55768,7.91204,0.0999924,0.195985,6262
5,0.942521,0.942521,0.942521,1.84734,2
5,10.6383,9.92295,5.72902,11.2289,4
5,9.17311,9.79336,3.70154,7.25502,8
5,5.83186,8.37511,2.16244,4.23839,16
5,3.53991,6.49582,1.16668,2.2867,32
5,5.01838,8.19341,1.03227,2.02325,64
5,4.76702,8.1032,0.719043,1.40932,128
5,4.67311,7.37889,0.462084,0.905684,256
5,4.65169,7.64232,0.338076,0.662629,512
5,4.7238,7.68696,0.240335,0.471056,1024
5,4.49054,7.71108,0.170434,0.334051,2048
5,4.5756,7.85936,0.122818,0.240722,4096
5,4.61454,7.85921,0.0999977,0.195995,6178
6,0.286994,0.286994,0.286994,0.562509,2
6,0.453073,0.510332,0.29464,0.577495,4
6,8.45035,12.7823,4.83125,9.46925,8
6,5.26636,10.0271,2.589,5.07443,16
6,3.44394,7.79958,1.40085,2.74566,32
6,3.98305,8.4651,1.0665,2.09034,64
6,4.53418,8.6154,0.764493,1.49841,128
6,4.49926,7.94062,0.497261,0.974631,256
6,4.32714,7.90736,0.349801,0.68561,512
6,4.2154,7.74929,0.242284,0.474876,1024
6,4.45639,7.88931,0.174373,0.341772,2048
6,4.39661,7.76313,0.121314,0.237775,4096
6,4.46477,7.84904,0.0999899,0.19598,6163
7,0,0,0,0,2
7,1.78874,3.09819,1.78874,3.50593,4
7,1.57025,2.75463,1.04115,2.04066,8
7,5.58622,12.781,3.30004,6.46809,16
7,5.43832,10.314,1.85244,3.63078,32
7,5.16442,9.79911,1.23457,2.41976,64
7,4.06145,7.88692,0.699851,1.37171,128
7,4.28406,8.0319,0.502977,0.985835,256
7,4.22689,7.7012,0.340681,0.667735,512
7,4.21625,7.59314,0.237402,0.465307,1024
7,4.34404,7.69861,0.170158,0.333511,2048
7,4.53022,7.92895,0.123905,0.242854,4096
7,4.44392,7.86586,0.0999933,0.195987,6189
8,12.405,0.772024,0.772024,1.51317,2
8,6.48994,5.95412,3.43761,6.73772,4
8,3.86755,5.18925,1.96135,3.84425,8
8,4.37724,5.76657,1.48892,2.91829,16
8,3.1982,5.28694,0.949562,1.86114,32
8,2.69961,5.32298,0.670633,1.31444,64
8,3.58658,6.63283,0.588569,1.15359,128
8,3.76565,6.60604,0.413686,0.810825,256
8,4.14807,7.0818,0.31328,0.614029,512
8,4.09044,7.28456,0.227754,0.446397,1024
8,4.46087,7.70659,0.170335,0.333856,2048
8,4.49537,7.80294,0.121936,0.238994,4096
8,4.44577,7.76368,0.0999874,0.195975,6030
9,0.899188,0.899188,0.899188,1.76241,2
9,1.67135,1.99647,1.15266,2.25922,4
9,2.78648,3.45737,1.30676,2.56126,8
9,3.15398,7.03665,1.81685,3.56103,16
9,3.80338,8.07426,1.45018,2.84235,32
9,3.34566,6.64676,0.837413,1.64133,64
9,4.91686,8.25249,0.73229,1.43529,128
9,5.04838,8.14621,0.510135,0.999865,256
9,4.82687,7.83648,0.346665,0.679464,512
9,4.69523,7.89075,0.246706,0.483545,1024
9,4.90301,8.15903,0.180335,0.353456,2048
9,4.7896,8.11075,0.126746,0.248422,4096
9,4.63441,8.05075,0.0999881,0.195977,6484
